"latitude","longitude"
"-5.181133","-68.905167"
"-7.2599727","-64.7992788"
"-3.2941768","-60.6343946"
"-3.3846073","-60.4255047"
"-3.1064093","-60.0264297"
"-5.8093582","-61.3004954"
"-1.824441","-65.35862"
"-3.3817336","-57.7151935"
"-2.186389","-56.711667"
"-3.756785","-59.04834"
"-2.6258669","-60.9435407"
"-5.1350764","-60.3757005"
"-2.6283475","-56.7364711"
"-2.0343517","-60.0258753"
"-2.6987167","-59.7006759"
"0.406667","-65.016944"
"-3.1023445","-67.9405203"
"0.118611","-67.084722"
"-3.3783448","-68.8735237"
"-2.5723468","-57.8714769"
"-2.833209","-58.217628"
"-4.2300835","-69.9367927"
"-5.6283559","-63.1835035"
"-3.3207288","-64.7235833"
"-2.8733438","-67.8025197"
"-2.9939135","-65.1085097"
"-2.5363467","-57.7604763"
"-2.684425","-57.669109"
"-13.2420017","-41.6685952"
"-8.7413643","-39.1185495"
"-11.6637856","-38.0196075"
"-11.8673359","-38.7674975"
"-14.1218843","-39.8841953"
"-12.1202708","-38.4098211"
"-17.5226147","-39.1981463"
"-14.7056319","-39.6348944"
"-13.0273705","-39.6062725"
"-12.4028011","-38.7550911"
"-11.4353949","-41.4318178"
"-14.5995359","-41.1336855"
"-12.8073448","-41.326767"
"-10.3406714","-39.8352606"
"-11.9985485","-44.6861749"
"-12.1502469","-39.2466625"
"-10.3845694","-38.3225252"
"-12.3914435","-39.1474051"
"-10.5700593","-40.2720792"
"-12.616667","-39.166667"
"-13.846576","-39.7308407"
"-12.2202277","-38.2058436"
"-14.4281164","-41.4615906"
"-11.3346864","-38.9550212"
"-12.0755525","-38.4956977"
"-15.2592223","-39.4122896"
"-14.3607873","-39.4085521"
"-11.9550136","-40.1662152"
"-10.5765862","-38.6067536"
"-11.0896577","-43.1416817"
"-13.6129632","-41.3232963"
"-11.8104072","-42.0592129"
"-14.1837601","-39.5970102"
"-12.1477468","-44.9951082"
"-11.7669591","-41.9056078"
"-15.8595914","-38.8902677"
"-11.55","-41.616667"
"-11.6099593","-38.7943973"
"-14.354175","-40.2129212"
"-12.662465","-40.6053825"
"-13.254609","-43.4188449"
"-14.3679056","-40.5145985"
"-12.7024345","-41.8284116"
"-11.9658961","-41.2665234"
"-12.8138248","-42.7090021"
"-13.3843511","-42.5274977"
"-11.033333","-41.416667"
"-12.470589","-43.9732886"
"-11.9979204","-42.6250393"
"-14.1970538","-41.6693088"
"-14.9471138","-39.3043613"
"-10.715214","-43.6391938"
"-14.966014","-40.4198788"
"-12.5256002","-39.1791385"
"-14.5040026","-42.2203304"
"-11.0864672","-40.4202349"
"-14.3354678","-40.9046493"
"-14.0647998","-42.4861835"
"-11.6891893","-41.4685535"
"-13.50342","-39.0464499"
"-11.0088078","-40.3019939"
"-15.414307","-39.5009916"
"-12.6963594","-38.3233512"
"-13.9412574","-39.1214182"
"-9.5169159","-43.0119969"
"-10.5112779","-40.3224455"
"-13.0682428","-44.2072032"
"-11.6851129","-41.7695466"
"-15.6778994","-38.9487618"
"-11.8069601","-39.111628"
"-12.6680009","-38.5509049"
"-14.4018839","-42.8622269"
"-15.4974504","-41.2370079"
"-10.6709208","-39.4990645"
"-11.965833","-41.626944"
"-11.6652193","-39.8375413"
"-11.3816224","-40.0126632"
"-12.6292","-44.17012"
"-17.7135586","-39.2483671"
"-11.9422674","-37.9557243"
"-14.3052759","-43.7666272"
"-9.1749751","-40.9758078"
"-12.7475191","-39.4311217"
"-12.3009738","-44.8631916"
"-12.3530623","-38.3800941"
"-13.3301562","-42.2921239"
"-11.1419673","-42.1098584"
"-8.9935458","-39.1960134"
"-10.5964396","-38.390966"
"-11.0997195","-38.5228286"
"-14.6415067","-39.5503896"
"-14.186816","-44.5379994"
"-12.5063163","-38.9968231"
"-12.8085568","-39.1991961"
"-11.5613674","-39.286099"
"-12.3539977","-38.8043754"
"-11.813322","-37.6096705"
"-14.895262","-41.9697142"
"-13.7621095","-41.0425924"
"-15.0400288","-41.9349972"
"-13.8294434","-44.4491782"
"-10.2840722","-37.9269981"
"-13.3403685","-44.6430297"
"-12.0192152","-44.267398"
"-13.3625761","-39.8049375"
"-11.5099825","-38.1479192"
"-12.21027","-44.4164053"
"-12.653031","-39.1219493"
"-8.9927111","-39.8998726"
"-14.4211639","-39.9023259"
"-12.6128679","-38.2974739"
"-13.7722164","-41.788843"
"-12.9764109","-39.1490079"
"-12.9330501","-39.5124036"
"-15.5301622","-40.9101835"
"-11.9545293","-38.0687452"
"-13.4184179","-42.1398409"
"-11.7808194","-37.947099"
"-10.5060624","-39.0092396"
"-16.373096","-39.5751359"
"-10.5930658","-38.2170327"
"-14.1994115","-44.2876327"
"-12.2554649","-38.9542874"
"-10.7412485","-40.1308253"
"-14.9849049","-39.9259691"
"-14.8476826","-39.6563608"
"-11.0385807","-45.1785609"
"-13.75153","-39.488659"
"-11.4712692","-39.7790286"
"-11.4319364","-42.5162507"
"-9.3459229","-38.2727807"
"-14.3265641","-39.4638414"
"-14.7926596","-39.4659632"
"-12.5991299","-39.0210124"
"-14.5480723","-41.9391354"
"-14.2070941","-42.7820399"
"-16.5631026","-39.7825679"
"-10.6850733","-38.2885073"
"-12.7595681","-40.2123767"
"-14.2588142","-42.2600172"
"-14.8414297","-39.5927593"
"-13.4113792","-41.2828226"
"-14.829887","-39.9828622"
"-11.6413883","-42.0126144"
"-12.8763044","-42.4917946"
"-12.6478874","-40.9390779"
"-17.6673137","-40.1095037"
"-14.0694934","-39.6405254"
"-12.6564696","-42.2221454"
"-11.5454208","-41.975477"
"-12.1817726","-43.2132308"
"-11.7480576","-39.1857245"
"-13.7681649","-42.7208017"
"-13.8252578","-39.1304931"
"-14.7602905","-40.0825499"
"-14.7971774","-39.0344009"
"-11.7858749","-38.3494862"
"-14.1351736","-39.7350552"
"-12.1539243","-39.7450293"
"-13.23691","-40.0698653"
"-12.366667","-41.366667"
"-12.2481002","-41.6209774"
"-12.047057","-38.7537996"
"-11.2999136","-41.8568178"
"-16.5718521","-39.5588672"
"-12.5157766","-40.304037"
"-14.7892789","-39.2778038"
"-14.2767345","-38.9988458"
"-12.9834763","-40.9774547"
"-14.1490822","-40.0126363"
"-14.2823822","-39.8462283"
"-16.0867734","-39.6195317"
"-11.0130932","-42.4011393"
"-15.1428651","-39.7265188"
"-14.6851592","-39.3644433"
"-17.0561066","-39.5472491"
"-13.7782066","-39.6898983"
"-15.2454452","-40.6243098"
"-12.2603091","-38.0509895"
"-17.1501806","-40.3286643"
"-12.9173422","-38.6545991"
"-14.8765282","-39.4330591"
"-15.9525508","-39.5338018"
"-15.2564559","-40.2576361"
"-11.3027821","-38.2385667"
"-14.4162074","-39.5457132"
"-13.4527004","-39.9375896"
"-15.6557733","-40.0580573"
"-12.7136916","-39.6933977"
"-13.5073504","-40.1420193"
"-10.6772064","-39.8549182"
"-15.1174304","-40.0680684"
"-13.8124354","-41.2935974"
"-13.7324582","-39.1504801"
"-14.4140298","-43.5460328"
"-13.626944","-44.423611"
"-13.5287178","-39.9767841"
"-10.2435814","-40.1844191"
"-13.107831","-38.8891611"
"-11.5589982","-37.7851885"
"-13.8510445","-40.0811734"
"-10.0639584","-38.340707"
"-13.2410228","-39.5725705"
"-13.9902905","-39.8924181"
"-11.3488621","-41.6651544"
"-9.4384672","-40.5052236"
"-16.8298153","-40.1648634"
"-11.048767","-41.9699312"
"-15.1694367","-39.4882171"
"-13.5173193","-41.5910331"
"-13.6364371","-40.212068"
"-13.1644215","-39.4330874"
"-12.55","-41.65"
"-13.450151","-40.2392769"
"-13.7","-41.8"
"-11.3828761","-41.8311297"
"-12.8937825","-38.3275025"
"-12.5570843","-41.3920641"
"-14.68275","-42.5073928"
"-13.6431716","-41.8422221"
"-12.1317393","-40.3640679"
"-15.5628772","-40.4271919"
"-13.0197729","-42.6955333"
"-9.158227","-39.0526425"
"-12.7395332","-38.6212725"
"-14.6595126","-41.4950583"
"-15.6164428","-40.2451506"
"-11.7117332","-40.1462847"
"-13.916667","-40.916667"
"-14.3857025","-41.8834507"
"-10.7156955","-44.0369725"
"-13.4283176","-40.4377864"
"-12.778365","-38.9194999"
"-14.1154266","-38.9932685"
"-13.003424","-40.5312774"
"-15.5720552","-39.2917123"
"-12.5305534","-38.2996608"
"-13.9096374","-42.8474269"
"-17.374407","-40.2201359"
"-11.4269199","-40.5942696"
"-12.8706083","-39.8511861"
"-10.9553882","-40.5703209"
"-14.2285015","-40.7732782"
"-10.4387106","-39.330649"
"-11.5597891","-43.2767003"
"-11.5524049","-41.157566"
"-15.022573","-42.3676464"
"-12.9963338","-41.3698076"
"-18.0555468","-39.5496602"
"-11.9692376","-41.6379861"
"-11.8590126","-40.4713973"
"-12.98798","-39.1004876"
"-12.0649815","-43.5425059"
"-12.636895","-39.095857"
"-13.2057427","-39.502862"
"-13.0354724","-39.0033039"
"-13.6035935","-39.1039385"
"-14.7798015","-40.1449824"
"-11.6018202","-39.6269716"
"-13.8325641","-39.5925336"
"-13.0127268","-40.076656"
"-11.2340464","-38.4848035"
"-17.8721551","-39.3855885"
"-14.1","-39.366667"
"-10.3323489","-38.4478691"
"-11.3634684","-38.3282475"
"-12.3136278","-42.8951227"
"-12.0163409","-38.6263996"
"-10.9676396","-41.0866157"
"-14.2666907","-43.1666908"
"-12.5299089","-41.5750864"
"-13.4395939","-42.2399507"
"-12.6905604","-43.1831503"
"-10.6829898","-37.855506"
"-15.465233","-39.6501958"
"-9.4109704","-38.2358445"
"-11.8232425","-39.6103198"
"-12.1313156","-38.6483629"
"-10.106714","-37.9871354"
"-13.152243","-41.7682818"
"-10.141047","-42.373223"
"-14.4945577","-42.6870698"
"-10.7459672","-40.357941"
"-11.809107","-39.9115291"
"-13.7398839","-39.3760008"
"-14.9346417","-41.7175304"
"-11.7301407","-40.5556818"
"-14.6603923","-40.4788747"
"-14.5172077","-40.3787137"
"-12.4292478","-38.3291459"
"-10.8627982","-40.1338055"
"-16.4511213","-39.0646651"
"-15.5957584","-39.8575797"
"-17.3325827","-39.2308252"
"-11.2967684","-41.9871517"
"-14.6887984","-41.6793577"
"-13.4540032","-39.4207477"
"-10.9791655","-39.6248358"
"-10.7531706","-39.2088164"
"-11.4063254","-40.1304132"
"-12.399235","-39.5154929"
"-9.6043364","-42.1017354"
"-11.4795377","-39.4159609"
"-11.7468679","-44.906339"
"-11.8116497","-39.3858451"
"-13.5981946","-42.9262899"
"-11.0434033","-38.4370099"
"-10.8312859","-38.5302273"
"-15.446081","-40.7401111"
"-13.5838103","-41.8100718"
"-14.4078973","-42.0746841"
"-13.1254481","-42.2967256"
"-11.4852836","-37.9343636"
"-8.8460013","-38.7537839"
"-12.277696","-40.4993651"
"-12.8655828","-38.7635118"
"-12.9703817","-38.512382"
"-11.9579351","-38.9678491"
"-9.7206794","-38.125728"
"-16.2811675","-39.0231455"
"-14.961665","-39.8102422"
"-13.2895067","-39.8113414"
"-10.983333","-45.55"
"-13.3730944","-44.1903856"
"-11.0052944","-44.5140663"
"-12.749828","-39.5183604"
"-11.2565225","-39.3665922"
"-14.48141","-41.808498"
"-12.0217207","-38.8680194"
"-12.5729931","-38.714799"
"-12.9532066","-39.2746069"
"-12.4331906","-39.2499039"
"-12.3521079","-44.9842245"
"-12.8","-41.616667"
"-14.81822","-41.384602"
"-12.666667","-40.733333"
"-13.406667","-44.186389"
"-11.2501512","-41.903316"
"-12.4271669","-38.9739928"
"-15.0775764","-39.3376637"
"-11.5","-40.0333333"
"-13.0416308","-39.4638094"
"-12.5138761","-38.4951813"
"-12.7261594","-39.1792848"
"-11.5989225","-38.5900018"
"-12.737878","-38.7691757"
"-10.9404633","-40.4069436"
"-12.421356","-41.7668027"
"-14.5668417","-42.9361267"
"-10.4659398","-40.1808004"
"-9.7406975","-41.880054"
"-13.5946396","-43.5492064"
"-12.7501656","-43.9401218"
"-12.1639509","-39.3321652"
"-11.6243872","-38.9739207"
"-11.4186343","-40.2943894"
"-12.7870268","-38.4001199"
"-13.0859421","-43.468611"
"-10.3454983","-38.2169134"
"-9.459434","-40.825448"
"-12.0891103","-41.6379703"
"-12.6976502","-44.0023542"
"-14.0195946","-41.2352133"
"-10.8","-44.1"
"-13.5383532","-39.1002244"
"-11.8440331","-40.7919387"
"-17.5459438","-39.7238534"
"-12.2823165","-38.6158329"
"-11.4860633","-38.9735225"
"-13.5903019","-39.4818594"
"-12.3920742","-38.616021"
"-14.9724934","-41.4143763"
"-10.9625464","-38.7904235"
"-9.8430308","-39.4796244"
"-13.2518807","-39.6542032"
"-14.3047572","-39.3232443"
"-14.1973143","-39.5126936"
"-11.3399414","-42.1321238"
"-13.2","-40.8"
"-15.2695629","-39.069421"
"-14.7721212","-42.654163"
"-14.5868088","-39.2913816"
"-12.077545","-41.0991003"
"-13.3740243","-39.0676009"
"-11.56934","-39.46106"
"-11.6083806","-40.1337235"
"-11.2549185","-40.94467"
"-12.9706165","-39.3936988"
"-12.633333","-41.033333"
"-17.2055714","-40.0930416"
"-14.8510197","-40.8485458"
"-12.1128882","-43.9008016"
"-13.6891795","-39.4811725"
"-10.8233227","-42.7286814"
"-7.3419854","-39.0438607"
"-4.2265397","-38.7076793"
"-2.8835969","-40.1195182"
"-6.0944789","-39.4545269"
"-6.5697755","-40.1245462"
"-3.5875356","-40.5445196"
"-6.9985696","-39.7439887"
"-5.5213738","-38.2717537"
"-3.3657783","-39.8330033"
"-6.7737789","-40.0023364"
"-3.9513145","-39.4329696"
"-3.9025356","-38.3885317"
"-4.5627335","-37.7690903"
"-4.3731367","-38.8111571"
"-4.7521742","-40.8272572"
"-7.2015837","-40.031868"
"-4.4181379","-39.0430169"
"-6.3185779","-40.1621683"
"-6.8753697","-39.8747496"
"-6.9343348","-38.9642958"
"-6.783333","-40.166667"
"-5.314018","-38.9233694"
"-4.2883582","-38.6413348"
"-6.716667","-38.866667"
"-4.3279343","-38.8845956"
"-4.1822937","-38.144381"
"-3.0539961","-40.1740897"
"-5.1310443","-39.7336004"
"-7.4901934","-38.9848834"
"-2.9125639","-40.8488056"
"-7.0783276","-40.3762574"
"-4.3548373","-39.3111638"
"-4.4720933","-38.9040188"
"-4.2208955","-39.1943259"
"-3.950648","-40.4726112"
"-7.0458493","-39.2810393"
"-6.5423798","-39.4897125"
"-4.1595082","-40.9451838"
"-4.1302143","-38.2373017"
"-6.1279628","-39.8780121"
"-4.6479739","-40.2025726"
"-3.7345363","-38.6563247"
"-6.6075196","-39.0606073"
"-3.0448426","-41.2363844"
"-4.8305976","-39.1358138"
"-4.2992473","-38.5017357"
"-3.5404452","-40.6646304"
"-5.1759281","-40.6678363"
"-7.2327584","-39.4146644"
"-4.4046649","-40.9123726"
"-2.9194052","-40.1702666"
"-5.9217359","-39.2643974"
"-6.0324792","-38.3491136"
"-3.8902855","-38.4512572"
"-6.9267723","-39.5736764"
"-3.7941471","-40.2748097"
"-4.4618868","-37.8019375"
"-3.7473735","-40.8116216"
"-4.0519582","-39.4371616"
"-3.1242583","-40.8351945"
"-6.8861623","-39.2198837"
"-3.9172019","-40.3767855"
"-4.0418465","-38.6377817"
"-4.1674444","-40.7522824"
"-4.2713869","-38.9462441"
"-4.106442","-38.4926016"
"-4.7972306","-38.7528679"
"-3.9153386","-40.8890962"
"-4.9596218","-38.628407"
"-4.7023807","-37.3479832"
"-6.4020683","-38.8552006"
"-6.3478837","-39.306726"
"-5.4001158","-40.3132828"
"-6.8448254","-38.726849"
"-4.3281195","-40.7105251"
"-7.033333","-40.45"
"-5.8116498","-38.297217"
"-3.749707","-39.7857861"
"-4.6742612","-37.8222758"
"-3.972097","-38.5289788"
"-3.6851616","-39.5857786"
"-3.5007144","-39.5794315"
"-4.5645399","-38.917155"
"-2.9279663","-39.9174598"
"-4.5274873","-39.6246232"
"-5.6131341","-38.7638424"
"-5.6621226","-38.6188284"
"-5.9022332","-38.6299676"
"-4.8309254","-37.7816086"
"-3.4575","-39.050833"
"-7.6995917","-39.0233519"
"-2.8004542","-40.5100951"
"-7.2372335","-39.3221838"
"-6.5185916","-39.5288767"
"-6.7521386","-38.9732018"
"-5.1488884","-38.0976591"
"-4.8537466","-39.571659"
"-3.8782064","-38.6260505"
"-3.8906634","-38.6818719"
"-3.1225856","-40.1501635"
"-3.221935","-40.6913895"
"-3.5212562","-40.3410251"
"-7.3878799","-38.7699267"
"-3.5463393","-40.4452788"
"-7.3081612","-38.943615"
"-5.6718043","-39.1940257"
"-3.5663077","-39.9655833"
"-5.7431205","-39.628501"
"-4.7895309","-40.0606496"
"-5.1056249","-38.3671141"
"-3.4740688","-40.6733815"
"-3.2266113","-40.1228644"
"-4.271111","-40.830278"
"-5.683333","-40.45"
"-7.0967813","-39.6806383"
"-4.705858","-40.5653183"
"-5.5339414","-40.7751443"
"-6.2426053","-38.9029689"
"-4.1691964","-38.4655054"
"-3.9843611","-38.6161425"
"-4.2246016","-38.9254279"
"-3.9895112","-40.6982639"
"-4.7441297","-37.9622349"
"-4.1513641","-38.8473883"
"-3.4252491","-39.0245683"
"-3.4416111","-39.1491452"
"-6.2094348","-40.6947641"
"-4.1009596","-39.2343561"
"-5.4528675","-39.7097324"
"-7.8271795","-39.0875745"
"-3.7914875","-39.2661162"
"-6.0455322","-38.4599624"
"-4.0259815","-38.3066962"
"-5.797661","-39.4087554"
"-4.2370279","-40.6366185"
"-4.7476781","-40.9225519"
"-7.5304525","-39.1225895"
"-7.092734","-40.0302579"
"-5.6443687","-38.2396745"
"-5.8449704","-40.6962639"
"-4.9781327","-39.018799"
"-6.238178","-39.1938611"
"-5.198116","-39.2962012"
"-5.0777949","-37.9853962"
"-4.2263677","-38.7313594"
"-4.1344132","-40.568629"
"-4.939734","-37.9739321"
"-6.5413225","-39.9077406"
"-7.2823018","-40.4559032"
"-4.3323798","-40.1573361"
"-3.4608538","-40.2177321"
"-7.1882638","-39.7376748"
"-4.0450545","-40.8671321"
"-3.6060193","-38.970091"
"-5.2771262","-38.2678395"
"-3.6709707","-39.2519791"
"-5.5887346","-39.371307"
"-3.348255","-40.4608919"
"-3.6823593","-40.3537822"
"-5.7269617","-39.0151874"
"-5.2542941","-38.1247064"
"-4.832219","-40.3214925"
"-6.6852456","-39.7603156"
"-3.9864377","-39.5717546"
"-3.7288323","-40.9919459"
"-3.2768629","-39.2680311"
"-3.6041451","-39.4201513"
"-3.8530682","-40.9270545"
"-4.75","-39.5"
"-3.6792187","-39.3540789"
"-3.6302503","-39.505432"
"-3.3167727","-40.5562096"
"-4.1828566","-40.4749893"
"-5.35","-40.383333"
"-3.5661552","-41.0918166"
"-15.7801482","-47.9291698"
"-20.0743712","-41.120928"
"-18.5465743","-40.9798193"
"-18.9786669","-40.7386564"
"-20.7632594","-41.533864"
"-20.6357117","-40.7493096"
"-19.0457656","-41.0140227"
"-20.720687","-40.7820441"
"-21.1570281","-41.5644983"
"-19.8195779","-40.2743408"
"-20.9163809","-41.1934948"
"-19.515169","-41.01646"
"-18.7524935","-40.8930301"
"-18.5403677","-40.289417"
"-21.1161947","-41.675949"
"-20.1395911","-41.2952465"
"-20.8493678","-41.113221"
"-20.2660457","-40.4218121"
"-20.6061675","-41.194975"
"-19.5381608","-40.6324359"
"-20.3638163","-41.2491527"
"-20.6194714","-41.6843387"
"-20.3627856","-40.6587052"
"-18.3716038","-40.8296017"
"-19.9355882","-40.4066322"
"-20.7761931","-41.6759111"
"-20.6503933","-40.5070247"
"-20.2403501","-41.5060644"
"-19.8297377","-40.3746616"
"-20.5364731","-41.6587613"
"-20.7885672","-40.8143985"
"-20.3455213","-41.6401577"
"-19.8020456","-40.8565233"
"-21.0118182","-40.8340102"
"-19.8736118","-40.8840547"
"-20.3517276","-41.5300589"
"-18.9051359","-40.0886672"
"-20.7945139","-41.398052"
"-19.7583144","-40.3764245"
"-19.9002526","-41.0546631"
"-18.8417024","-41.1383482"
"-21.0435793","-40.8243562"
"-20.4135048","-40.6768565"
"-19.4162754","-40.543778"
"-21.0660622","-41.3678915"
"-18.1262555","-40.3661906"
"-18.096456","-40.5214188"
"-20.4623613","-41.4151663"
"-20.9504897","-41.342519"
"-19.2230748","-40.8499599"
"-18.3022812","-39.9554709"
"-18.4169692","-40.2180061"
"-20.8352426","-40.7282599"
"-18.1196951","-40.540517"
"-21.0880421","-41.032069"
"-19.2633391","-40.331774"
"-20.8636943","-40.9361456"
"-20.0263089","-40.740941"
"-19.9314637","-40.5952426"
"-19.1411659","-40.6199739"
"-19.0176895","-40.53558"
"-21.0261793","-41.6533546"
"-18.7167124","-39.859389"
"-19.7382257","-40.6586836"
"-20.1286963","-40.3082669"
"-19.1972983","-40.097984"
"-20.6711042","-41.0074027"
"-20.3278004","-41.1336498"
"-20.3894891","-40.493453"
"-18.6187794","-40.5976155"
"-18.9979227","-40.3899548"
"-20.3427433","-40.2928373"
"-20.3153602","-40.3017673"
"-16.7589262","-49.4379089"
"-16.1985305","-48.7055668"
"-17.3942377","-50.3829165"
"-16.3942562","-50.1680197"
"-14.98656","-47.7853822"
"-18.0716781","-48.7651127"
"-15.7713745","-48.2488109"
"-16.0886944","-48.5017592"
"-17.716314","-49.4842105"
"-14.1854755","-49.3319167"
"-14.1335555","-47.5215168"
"-14.479746","-46.4941715"
"-13.9159584","-49.2925609"
"-16.252576","-49.9924893"
"-16.6181451","-51.08857"
"-16.3287035","-48.9533977"
"-18.3329514","-48.2229817"
"-16.8100879","-49.2396697"
"-18.2930533","-51.1535786"
"-18.9489888","-51.9088121"
"-16.3563941","-49.6878985"
"-15.8972948","-52.2300794"
"-16.9075339","-49.4335152"
"-15.0808258","-50.6329597"
"-16.3791061","-51.5688524"
"-14.9242673","-51.0770552"
"-16.6789937","-50.4560162"
"-16.4564973","-49.7649723"
"-16.1810152","-52.5428749"
"-14.9684497","-48.9201446"
"-16.9732392","-48.9596253"
"-16.186718","-52.1704527"
"-18.2030293","-49.7340533"
"-16.6173297","-48.9599234"
"-13.6152661","-49.8072736"
"-16.429623","-49.3869908"
"-15.2414834","-51.1613554"
"-18.1516137","-49.0434467"
"-16.1623377","-50.4368399"
"-14.4748661","-46.415106"
"-15.7960853","-46.9269541"
"-18.7532355","-50.9349105"
"-16.6425372","-50.6353652"
"-18.476807","-49.4931075"
"-18.5707213","-51.1286642"
"-16.9539417","-51.8159293"
"-17.7456821","-48.6257879"
"-16.704715","-48.9953779"
"-16.7380906","-49.6966075"
"-13.779412","-48.574802"
"-14.3158484","-49.1473918"
"-17.6366955","-47.777163"
"-13.0252185","-46.7650827"
"-14.2586802","-49.6566929"
